ind;Corpus;Volume;Date;Type1
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13000328.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13000517.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13001115.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_1300ca.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13010312.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13010929.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13011111.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13011112.jpg_full_full_0_default.jpg;MOMCA;;1301;Empereur
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13020416.jpg_full_full_0_default.jpg;MOMCA;;1302;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13021125.jpg_full_full_0_default.jpg;MOMCA;;1302;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13030214.jpg_full_full_0_default.jpg;MOMCA;;1303;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13030424.jpg_full_full_0_default.jpg;MOMCA;;1303;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13040106.jpg_full_full_0_default.jpg;MOMCA;;1304;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_1305.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13050314.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13050506.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13051221.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13060224.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13060419.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13060615.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13070409.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13081220.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13090503.jpg_full_full_0_default.jpg;MOMCA;;1309;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13090505.jpg_full_full_0_default.jpg;MOMCA;;1309;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13090520.jpg_full_full_0_default.jpg;MOMCA;;1309;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13100101.jpg_full_full_0_default.jpg;MOMCA;;1310;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13110601.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13110901.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13110929.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13120213.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13120220.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13121002.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13121013.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13130203.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13130603.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13130929.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13131119.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13140325.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13140908.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13141208.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13160321.jpg_full_full_0_default.jpg;MOMCA;;1316;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13160604.jpg_full_full_0_default.jpg;MOMCA;;1316;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13180611.jpg_full_full_0_default.jpg;MOMCA;;1318;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13181013.jpg_full_full_0_default.jpg;MOMCA;;1318;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13190421.jpg_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13190424.jpg_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13190725.jpg_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13190815.jpg_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13200712.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13201111.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13210202.jpg_full_full_0_default.jpg;MOMCA;;1321;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13210217.jpg_full_full_0_default.jpg;MOMCA;;1321;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13210408.jpg_full_full_0_default.jpg;MOMCA;;1321;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13220615-1.jpg_full_full_0_default.jpg;MOMCA;;1322;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13220624.jpg_full_full_0_default.jpg;MOMCA;;1322;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13220713.jpg_full_full_0_default.jpg;MOMCA;;1322;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13221130-1.jpg_full_full_0_default.jpg;MOMCA;;1322;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13221130-2.jpg_full_full_0_default.jpg;MOMCA;;1322;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13231101.jpg_full_full_0_default.jpg;MOMCA;;1323;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13240325-1.jpg_full_full_0_default.jpg;MOMCA;;1324;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13240325-2.jpg_full_full_0_default.jpg;MOMCA;;1324;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13240325-3.jpg_full_full_0_default.jpg;MOMCA;;1324;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13240929.jpg_full_full_0_default.jpg;MOMCA;;1324;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13250623.jpg_full_full_0_default.jpg;MOMCA;;1325;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13250908-1.jpg_full_full_0_default.jpg;MOMCA;;1325;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13251122.jpg_full_full_0_default.jpg;MOMCA;;1325;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13260704.jpg_full_full_0_default.jpg;MOMCA;;1326;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13260908.jpg_full_full_0_default.jpg;MOMCA;;1326;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13271206.jpg_full_full_0_default.jpg;MOMCA;;1327;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13301125-1.jpg_full_full_0_default.jpg;MOMCA;;1330;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13301125-2.jpg_full_full_0_default.jpg;MOMCA;;1330;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13310424.jpg_full_full_0_default.jpg;MOMCA;;1331;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13320615.jpg_full_full_0_default.jpg;MOMCA;;1332;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13330328-1.jpg_full_full_0_default.jpg;MOMCA;;1333;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13341113.jpg_full_full_0_default.jpg;MOMCA;;1334;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13350629.jpg_full_full_0_default.jpg;MOMCA;;1335;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13360407.jpg_full_full_0_default.jpg;MOMCA;;1336;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13370630-1.jpg_full_full_0_default.jpg;MOMCA;;1337;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13370810.jpg_full_full_0_default.jpg;MOMCA;;1337;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13380601.jpg_full_full_0_default.jpg;MOMCA;;1338;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13380615.jpg_full_full_0_default.jpg;MOMCA;;1338;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13400121.jpg_full_full_0_default.jpg;MOMCA;;1340;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13400424.jpg_full_full_0_default.jpg;MOMCA;;1340;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13400609.jpg_full_full_0_default.jpg;MOMCA;;1340;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13411116.jpg_full_full_0_default.jpg;MOMCA;;1341;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13411125-1.jpg_full_full_0_default.jpg;MOMCA;;1341;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13411125-2.jpg_full_full_0_default.jpg;MOMCA;;1341;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13411130.jpg_full_full_0_default.jpg;MOMCA;;1341;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13430506.jpg_full_full_0_default.jpg;MOMCA;;1343;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13470424-1.jpg_full_full_0_default.jpg;MOMCA;;1347;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13470927.jpg_full_full_0_default.jpg;MOMCA;;1347;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_1349.jpg_full_full_0_default.jpg;MOMCA;;1349;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13490529.jpg_full_full_0_default.jpg;MOMCA;;1349;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13490818-31.jpg_full_full_0_default.jpg;MOMCA;;1349;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13490902.jpg_full_full_0_default.jpg;MOMCA;;1349;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13500301.jpg_full_full_0_default.jpg;MOMCA;;1350;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13540602.jpg_full_full_0_default.jpg;MOMCA;;1354;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13570202.jpg_full_full_0_default.jpg;MOMCA;;1357;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13610815.jpg_full_full_0_default.jpg;MOMCA;;1361;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13621225.jpg_full_full_0_default.jpg;MOMCA;;1362;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13640722.jpg_full_full_0_default.jpg;MOMCA;;1364;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13650501.jpg_full_full_0_default.jpg;MOMCA;;1365;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13660824.jpg_full_full_0_default.jpg;MOMCA;;1366;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13690502-1.jpg_full_full_0_default.jpg;MOMCA;;1369;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13710705.jpg_full_full_0_default.jpg;MOMCA;;1371;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13721205.jpg_full_full_0_default.jpg;MOMCA;;1372;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13740103.jpg_full_full_0_default.jpg;MOMCA;;1374;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13750618.jpg_full_full_0_default.jpg;MOMCA;;1375;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13760101.jpg_full_full_0_default.jpg;MOMCA;;1376;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13761213.jpg_full_full_0_default.jpg;MOMCA;;1376;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13770520.jpg_full_full_0_default.jpg;MOMCA;;1377;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13831130.jpg_full_full_0_default.jpg;MOMCA;;1383;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13841123.jpg_full_full_0_default.jpg;MOMCA;;1384;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_1392.jpg_full_full_0_default.jpg;MOMCA;;1392;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_13961115.jpg_full_full_0_default.jpg;MOMCA;;1396;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14001030.jpg_full_full_0_default.jpg;MOMCA;;1400;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14010514.jpg_full_full_0_default.jpg;MOMCA;;1401;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14030815.jpg_full_full_0_default.jpg;MOMCA;;1403;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14071021.jpg_full_full_0_default.jpg;MOMCA;;1407;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14230930.jpg_full_full_0_default.jpg;MOMCA;;1423;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14330210-1.jpg_full_full_0_default.jpg;MOMCA;;1433;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14350121.jpg_full_full_0_default.jpg;MOMCA;;1435;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14370720.jpg_full_full_0_default.jpg;MOMCA;;1437;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14471214.jpg_full_full_0_default.jpg;MOMCA;;1447;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14480306.jpg_full_full_0_default.jpg;MOMCA;;1448;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14480312.jpg_full_full_0_default.jpg;MOMCA;;1448;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14540926-1.jpg_full_full_0_default.jpg;MOMCA;;1454;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14590413.jpg_full_full_0_default.jpg;MOMCA;;1459;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_1460.jpg_full_full_0_default.jpg;MOMCA;;1460;Empereur
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14630224-1.jpg_full_full_0_default.jpg;MOMCA;;1463;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14681226.jpg_full_full_0_default.jpg;MOMCA;;1468;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14690405.jpg_full_full_0_default.jpg;MOMCA;;1469;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14700515.jpg_full_full_0_default.jpg;MOMCA;;1470;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14841109.jpg_full_full_0_default.jpg;MOMCA;;1484;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14940723.jpg_full_full_0_default.jpg;MOMCA;;1494;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14940814.jpg_full_full_0_default.jpg;MOMCA;;1494;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_14960624.jpg_full_full_0_default.jpg;MOMCA;;1496;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15001118.jpg_full_full_0_default.jpg;MOMCA;;1500;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15010601.jpg_full_full_0_default.jpg;MOMCA;;1501;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15161128.jpg_full_full_0_default.jpg;MOMCA;;1516;Pape
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15220609.jpg_full_full_0_default.jpg;MOMCA;;1522;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15221212.jpg_full_full_0_default.jpg;MOMCA;;1522;
_iiif_2_img__AT-StiAA__Urkunden__StiAA_Urkunden_15221216.jpg_full_full_0_default.jpg;MOMCA;;1522;
_iiif_2_img__AT-StiAF__Urkunden__StiAFiecht_U474_14110303_r.JPG_full_full_0_default.jpg;MOMCA;;1411;
_iiif_2_img__AT-StiAM__MelkOSB__AT-StiAM_MelkOSB_1075vor.jpg_full_full_0_default.jpg;MOMCA;;1075;
_iiif_2_img__AT-StiAM__MelkOSB__AT-StiAM_MelkOSB_13890712.jpg_full_full_0_default.jpg;MOMCA;;1389;
_iiif_2_img__AT-StiASt__Urkunden__StStams_APP_A-IX_1_13611111_r.JPG_full_full_0_default.jpg;MOMCA;;1361;
_iiif_2_img__AT-StiASt__Urkunden__StStams_APP_A-VI_2_13280225_r.JPG_full_full_0_default.jpg;MOMCA;;1328;
_iiif_2_img__AT-StiASt__Urkunden__StStams_APP_A-VII_1_13140623_r.JPG_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_img__AT-StiASt__Urkunden__StStams_APP_A-X_1_13581213_r.JPG_full_full_0_default.jpg;MOMCA;;1358;
_iiif_2_img__AT-StiASt__Urkunden__StStams_APP_A-XIV_2_13460312_r.JPG_full_full_0_default.jpg;MOMCA;;1346;
_iiif_2_img__AT-StiAStP__B-UK__StAStP_B-UK_267_11930629_r.JPG_full_full_0_default.jpg;MOMCA;;1193;Empereur
_iiif_2_img__AT-StiAStP__UK__StAStP_UK_16_12010827_r.JPG_full_full_0_default.jpg;MOMCA;;1201;
_iiif_2_img__AT-StiAStP__UK__StAStP_UK_193_14000204_r.JPG_full_full_0_default.jpg;MOMCA;;1400;
_iiif_2_img__AT-StiAStP__UK__StAStP_UK_34_12480727_r.JPG_full_full_0_default.jpg;MOMCA;;1248;
_iiif_2_img__AT-StiAStP__UK__StAStP_UK_83_13190801_r.JPG_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_img__AT-StiAW__Urkunden__HHStA_Baum_13110518.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11100918.jpg_full_full_0_default.jpg;MOMCA;;1110;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1146ca.jpg_full_full_0_default.jpg;MOMCA;;1146;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1154.jpg_full_full_0_default.jpg;MOMCA;;1154;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11540925.jpg_full_full_0_default.jpg;MOMCA;;1154;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1155.jpg_full_full_0_default.jpg;MOMCA;;1155;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1155-61.jpg_full_full_0_default.jpg;MOMCA;;1161;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1161_5.jpg_full_full_0_default.jpg;MOMCA;;1161;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1161_6.jpg_full_full_0_default.jpg;MOMCA;;1161;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1161_7.jpg_full_full_0_default.jpg;MOMCA;;1161;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11670714.jpg_full_full_0_default.jpg;MOMCA;;1167;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1180.jpg_full_full_0_default.jpg;MOMCA;;1180;Pape
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11880224.jpg_full_full_0_default.jpg;MOMCA;;1188;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11880229.jpg_full_full_0_default.jpg;MOMCA;;1188;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_11970426.jpg_full_full_0_default.jpg;MOMCA;;1197;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1198-1216.jpg_full_full_0_default.jpg;MOMCA;;1216;Pape
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1200.jpg_full_full_0_default.jpg;MOMCA;;1200;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12021215.jpg_full_full_0_default.jpg;MOMCA;;1202;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12040729.jpg_full_full_0_default.jpg;MOMCA;;1204;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12060204.jpg_full_full_0_default.jpg;MOMCA;;1206;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12060619.jpg_full_full_0_default.jpg;MOMCA;;1206;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12120124_19.jpg_full_full_0_default.jpg;MOMCA;;1212;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12120124_20.jpg_full_full_0_default.jpg;MOMCA;;1212;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12120422.jpg_full_full_0_default.jpg;MOMCA;;1212;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1215-21.jpg_full_full_0_default.jpg;MOMCA;;1221;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12370302.jpg_full_full_0_default.jpg;MOMCA;;1237;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12410925.jpg_full_full_0_default.jpg;MOMCA;;1241;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12420301.jpg_full_full_0_default.jpg;MOMCA;;1242;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12460512.jpg_full_full_0_default.jpg;MOMCA;;1246;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12471201.jpg_full_full_0_default.jpg;MOMCA;;1247;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12480120.jpg_full_full_0_default.jpg;MOMCA;;1248;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12481212.jpg_full_full_0_default.jpg;MOMCA;;1248;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1250.jpg_full_full_0_default.jpg;MOMCA;;1250;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12520312_30.jpg_full_full_0_default.jpg;MOMCA;;1252;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12521128_32.jpg_full_full_0_default.jpg;MOMCA;;1252;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12521128_33.jpg_full_full_0_default.jpg;MOMCA;;1252;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12560627.jpg_full_full_0_default.jpg;MOMCA;;1256;Pape
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1258.jpg_full_full_0_default.jpg;MOMCA;;1258;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12600528.jpg_full_full_0_default.jpg;MOMCA;;1260;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12600816.jpg_full_full_0_default.jpg;MOMCA;;1260;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1260ca.jpg_full_full_0_default.jpg;MOMCA;;1260;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12630417.jpg_full_full_0_default.jpg;MOMCA;;1263;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12630929.jpg_full_full_0_default.jpg;MOMCA;;1264;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1264.jpg_full_full_0_default.jpg;MOMCA;;1264;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12651111.jpg_full_full_0_default.jpg;MOMCA;;1265;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12700125.jpg_full_full_0_default.jpg;MOMCA;;1270;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12700127_47.jpg_full_full_0_default.jpg;MOMCA;;1270;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12700127_48.jpg_full_full_0_default.jpg;MOMCA;;1270;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12700127_50.jpg_full_full_0_default.jpg;MOMCA;;1270;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12700129.jpg_full_full_0_default.jpg;MOMCA;;1270;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12770113.jpg_full_full_0_default.jpg;MOMCA;;1277;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1278.jpg_full_full_0_default.jpg;MOMCA;;1278;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12780224.jpg_full_full_0_default.jpg;MOMCA;;1278;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12781129.jpg_full_full_0_default.jpg;MOMCA;;1278;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1282.jpg_full_full_0_default.jpg;MOMCA;;1282;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12820101.jpg_full_full_0_default.jpg;MOMCA;;1282;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12840914.jpg_full_full_0_default.jpg;MOMCA;;1284;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_1285.jpg_full_full_0_default.jpg;MOMCA;;1285;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12850313.jpg_full_full_0_default.jpg;MOMCA;;1285;
_iiif_2_img__AT-StiAW__Urkunden__StAWilhering_12870521.jpg_full_full_0_default.jpg;MOMCA;;1287;
